,msno,city,age,gender,registered_via,registration_init_time
2011755,JQBAvaZg/MMTVJnvWxOPNbh4bzZyp26lQMWbbQAAGxw=,22,45.0,male,9.0,2016-04-05
2012962,ZhYq7uZPSNQkegskdQGwDZ11P+s1UFPnP19QlUHKMm4=,1,,,7.0,2015-10-20
2013094,MAiQxW9DxuXSrKW2oaNwGFOL63NDARsQT8R0EUVice0=,13,33.0,female,9.0,2011-02-24
2013525,SSpIZYOfscnXn9qxO1Ame0gcoXJwtEVjqoi5Cmb0uoc=,5,23.0,female,3.0,2015-12-01
2013839,9E3ZlcW1mnvhZ05n6strLMc9ZydqYicKuuCA1Iuf07Y=,1,,,7.0,2015-08-18
2014775,mCWLXHnxXmoZyB3GqgQ2cKbZ7Aix1YsYUm1wXWBRE5Q=,1,,,7.0,2015-11-05
2015168,mu8O998rGAA8LUkldWEjHZcVwfcDHHSShbAxNnYcu3A=,4,24.0,female,4.0,2015-11-24
2015809,TWjZEDkmYl/aVVMWbSg5urFwJ3fMmdRLA8cl07X+lLY=,13,26.0,male,3.0,2013-05-21
2015848,muzawSJkg+gt0CiL5xFza2Gc46Lfb9BbrzBnAyc0nwc=,4,25.0,male,7.0,2013-05-29
2015972,QfYv9PSPeZ6WAnLH7cSA9Jm6O/otBGg9xCJwxzWbuBs=,11,,,7.0,2013-06-21
2016160,C4DAvDFmR8DYe1LbCQd1K4iB7nRh3FHgty3tJmJn0+4=,1,,,7.0,2013-11-22
2016277,ivaHnZJ3HOaxuTjtxIKSbdifyEgzIqk70vJp2RPFmWM=,13,16.0,male,3.0,2013-12-10
2016404,09VLo5foL1QZtFvG6Gu5wR1EUwfdmygXIG789BM6QFQ=,1,,,7.0,2015-12-08
2016672,pxrkFAw4qeSGZt187lWd6LOmyM6AnBcnP6bx7RI5hC0=,6,19.0,male,9.0,2014-12-18
2016721,3yfCXCGwKEw9iOgLlY6TfiL5UjYzaC3/Sf0ovCMirUI=,12,22.0,male,3.0,2014-12-21
2016960,GSXmp37zOAOMxex/fFk218bO/VwAZlwDZFAQribENBU=,1,,,7.0,2015-01-07
2016977,wwW9jrGoK+mpG99f8Hwv/KKQ6Goy5ngi8h8YLBy0iT0=,12,22.0,male,9.0,2013-09-30
2017279,Y4Nis/HATdbKW3KNpZ2GTkos2Rj8V9yuiN+WbpxWPxM=,1,,,7.0,2014-01-01
2017458,oHQos8gbyx5qHv6jm0WVlXHmYW9lqhIZw9f8XMTgaqM=,22,49.0,male,7.0,2014-01-25
2018115,HdeuSlqeL/GbCyoeWTwJB5sIw4euzC48NLOJCBNXe7M=,1,,,7.0,2015-10-17
2018259,NOc2l4JfKCvWoACG/dvxXPAUXS5+hqMTKRQCi1jLBWM=,1,,,9.0,2015-10-22
2018620,yqNV/syJ11Cj5FLlbL6WCJwIglAm028dkOoAEb/Ldf0=,1,,,7.0,2015-11-01
2019065,Bcc/IjlbDW8DVxadg3efueH9Lz91QHBzEz5lKsCRmKk=,22,19.0,male,9.0,2013-12-01
2019591,eXmQn4vmMuC538olbJC2VnBcmtEDTu89HAo6XTQJIxY=,5,24.0,male,3.0,2013-01-28
2021088,V3Vlcl/h/WuSXnN4f6VMwznW88d1jbfSKRjJ4gh/cKg=,12,25.0,male,9.0,2010-11-29
2021144,z0Qny5z3pHIal+1CreLi2M7sy91SqPpTIsQyO+XojGQ=,15,36.0,female,9.0,2008-03-24
2021230,VKMMjI6n/++He0NzDJl4bmuQenshcFmWKoSdQEsLCqM=,6,22.0,male,9.0,2008-07-22
2021319,metilVcOv/SKpnn0tjezKBa3rtCObKP9eMtM1uybdSg=,6,31.0,male,9.0,2008-10-29
2021732,AravMA5uInwcZfuQeyquvTWOWwWcRfLL/vrqwYE2wio=,22,25.0,male,9.0,2015-04-27
2021936,7yhQbOzcB88V0TPB/49NlgQcoK86Stq0vu357/kbqrk=,1,,,7.0,2015-07-18
2022002,dq4U/PZdC977aDhFZc0cClS/jWvxXFpC/EqUXizpRdI=,1,,,7.0,2015-07-22
2022285,uO8E12p7xvhLtGtQkByAMym2IPvHy9vYIe5XewOki0I=,1,,,7.0,2015-08-10
2023406,2yr2x5jFTbyDBJ8eANp3WMKzT0WlyPwUvHp2IxNJ2y4=,13,19.0,male,7.0,2013-10-16
2024538,sXyGVHkM5GsMLvCwgD6TK+a7+eEoI8stg1VeD52roF4=,11,21.0,female,3.0,2014-09-14
2024546,pqal5ZBnKcPkP6aa+UhPvgtU3SkeaLirC29NcTwyi3k=,1,18.0,male,3.0,2014-09-14
2024581,S2AoHYCLeSv0XaAJw5kTqF/tp0pCbvG3Ql+sIw+FXno=,1,20.0,male,3.0,2014-09-17
2024915,OtN4GypPpLvsHP9wT0b/HHJcse7A6dYkn3Vesfvbkro=,1,,,7.0,2014-10-11
2025072,Lnt+qqLpPYYWCY0mPvuRX3NG7KFK3/CKvpsp4GWPkHs=,1,,,7.0,2016-12-03
2025246,KC0uAVQxUohiizKatjA7QxnSO3unobPw6O0uvsJf4Ns=,1,,,4.0,2016-12-10
2025879,o+muHkDXnZyv4ZjJHmFXdNgVjZcHyCoxOGjxGR0FIQg=,5,27.0,female,9.0,2010-05-23
2026013,trYIhLoYaowXw7Ic8cdnqgggiAtlwl3z7/wIAgHgiXE=,9,22.0,male,3.0,2013-07-15
2026168,qfoQvGwlFZjWtDs3mjcj0NTMisvxtuLIP1Zv/Prv/OU=,1,,,7.0,2013-08-12
2026288,xJcdPTmMMqZeSh7IeuNVlG6PsBo5HvTyOpSTRmOy884=,1,,,7.0,2013-09-02
2027705,pw/mqPKeayBxzObZyi1zu3PcEWD5aaoi2lcH2FgsNug=,13,19.0,male,9.0,2014-10-28
2027943,w2c2q/CWsB4L4FTLJ5ugi5fug+lC5WEk9RuL9gf6adg=,6,40.0,female,3.0,2014-11-12
2028554,0QrxxsKqKL5ZoOLI1VEybsG+HzwYnhIVDSdGdkLa9oU=,20,41.0,male,7.0,2013-03-19
2029468,BCALDt4l1AcXsWTvyfxa2WZ0EnrXSBotwBqv96Zsfpw=,1,,,7.0,2016-06-23
2029718,G+LSFWbIaPVWMHpNK1Kf11K384/ApTzHNtvJ77qgLPg=,1,,,7.0,2016-07-02
2030345,iKJ9B46TmdZ0cHAY20HKSfhvRYlhi6Kn3cpO4CdVB0Y=,4,27.0,female,7.0,2014-03-22
2031222,Id0AZxVNNatJNU/Gn2dHhIUueOAVm7294st49BUbP/s=,4,26.0,female,3.0,2015-08-14
2031374,rXL4Fz83VSEA/mX7FJXDOlEiDwThac83uKaMArZk/a8=,1,,,7.0,2014-02-05
2031579,BU3KAr8mfLcN+5KyQtuxmDUwrg7y/hTCffauGR9yYlg=,14,,,3.0,2014-02-28
2032245,aZUQcCAYzcthWriOyitCjurT0AN7C8pFTag1Qnh79+0=,11,56.0,male,9.0,2008-01-31
2032890,6fsdc9gaUYt9n6mfO66Fu7uUsvEihd94ej9JG+DArT4=,1,,,7.0,2015-11-29
2033158,gTOIFYskW2vsuR+Sth2UKfSNxaKtwHVM+i+b9DXWsGQ=,1,,,7.0,2015-05-15
2033348,aWJeAjyIAw5yh80vbnpyDc8yw+QNrlo2/P2Mdym3OQY=,1,,,7.0,2014-07-04
2033544,xzV2+8SblYHhE66c0CJjnHLNc0jGndZTFNhEyHqCRGk=,13,24.0,female,9.0,2014-07-23
2033801,VLf/RXGNZGTFkmML/hWCno99HC3pxl6C9eNJsk7qjZc=,1,,,7.0,2014-02-23
2034075,aKcS45hXCTWSLYig6KetbygXIL3HdpvWzhuV7E7MAdA=,1,,,7.0,2014-03-19
2034227,ESgJbowFCO/Yb0D6cfdOvunvLuDk1bn9vw5Cllztg0c=,13,30.0,female,9.0,2008-12-16
2034421,b1NtT6ZofI/pEyDnwkIdP9UJXxfN6wPkowc9jV88Kes=,5,24.0,female,9.0,2014-10-27
2035336,XlHcXwY63Wu6koZ6NqGBN0zk2IEjOBQwin2AN9YcFx0=,1,,,7.0,2015-11-18
2035860,A+4e1zuwjB1vksS8r4W6jtld7DUnYBRSAoOpyLAPYHw=,1,,,7.0,2016-04-15
2036145,jn/9v+4Cgb2CszuBybZNLqIxSlG3DWePqhkarYl/LmM=,1,,,7.0,2016-04-26
2036412,mcCQu+I6kNEYlEXWPUtb3v2N5jIfAxOX0l8eRwPVskU=,11,27.0,male,9.0,2007-04-05
2036938,9QvrmV46ZulQ0P9CLs16LV8Wn81FrzmOqlsiB87Lthw=,1,,,7.0,2013-09-17
2036945,2K7tw3lKtJ9NSyro4jRpM3GmrOt1QchEirD20H9df5I=,1,,,7.0,2013-09-18
2037059,8gbScRvW9PJ7cqfnfNp84hPY1Aj5CH08mL6fBjA8HgU=,1,,,7.0,2015-11-10
2037304,VC8olfmWt0KtEeYJSNucgzRjxZKON9t50p2dAOdnU/k=,22,28.0,female,3.0,2015-11-17
2038340,v6Q/sJmagIpKOcltypwg6naU+nrV0lVroY/p1uZ+kT0=,15,,,9.0,2014-08-03
2038826,ZUj5wNoyxjbmAmjcLF2QhmUInVmWZiM3QKJBY734ygI=,13,35.0,male,9.0,2011-07-16
2039881,nxuqlUKPY8KDF/F2hyyG1ShCg8VF+bTKNUTnFAhJVtk=,1,,,7.0,2013-02-08
2039889,gUfBmUkiRbPgQJg6TkGBvqxjjQJC4OXdmlbb32ZMLeY=,13,,,3.0,2013-02-09
2040533,JifroTpCKhfPwE4xDaDCr/Dfwee/1C4vGw0gUYqQfzA=,1,,,7.0,2013-06-18
2042046,fuYXhCzTinixJhmU4/kJsPOLiXlDEkBJ2ZmS23zyZmg=,1,,,7.0,2013-08-18
2042098,sWG6LX76gdrfAtjdMIe78MAJ3Ly+1qnDDGjXsUYSJbA=,14,27.0,female,7.0,2013-08-27
2042234,pXRP8KIhfGnxwFfeld8zi81GKWkIn0jX34PdWZV/iCs=,4,20.0,male,3.0,2013-09-17
2042314,sSbqQDcAbEn5lNBOBW/vc1CqMmzt9GS5hogGXGreG+Y=,1,,,4.0,2017-01-09
2042367,bO1mpwMO0sU8tVt/2S1Hd0o1wjFDtx5tNlgomvh+H54=,1,,,7.0,2017-01-12
2042378,mSr3SqvzZw8VKC6DaF+lrweAw3pj8F6T+MJ571kSBwg=,1,,,13.0,2017-01-13
2042555,KZGt4xQnSiArSLRn/kHCx/ROMchpOE1DFk2q1uU7G2s=,1,,,4.0,2017-01-22
2043730,i0z5zZJ5DfGrJIwCfvE9yNEZ/UhOUfyERbye0xPlIuA=,10,28.0,female,9.0,2010-06-25
2043890,viaKRA9OBXW0th4ZEDahp/2DBAvSzoI06FSiJiL8++U=,4,47.0,male,7.0,2010-10-15
2043946,iERDbCrJ/DjC1VlDKqXGpLVWl1YbwHspeHOBlfTil6g=,13,62.0,female,9.0,2012-11-25
2044110,AyDJj08/WYUzxwjE8qKc3cB1Ss2hc4/j6puoCLrDfBU=,22,37.0,male,7.0,2012-12-28
2044185,Hkp4H862Tr1Q3+9Jh0FBjf5GnEVs8SQrNtme7qb/BMc=,1,,,7.0,2013-01-14
2044303,0OjVRX1SVgECyAdka6XOtAO/j6suXAkRRh0nW1DzOmk=,1,,,7.0,2015-11-12
2044470,367O8yc1NfT3DzeNLn1YO+INoNFRpldOgZeSRcV62gc=,1,,,7.0,2015-11-17
2045115,OlvgNyfOPR50ztg5ofImzup8Pct+DD+jbJMplZFUfuU=,13,25.0,male,9.0,2014-09-08
2045239,nSj9Htdycf16PagNVDGE7IRf+a6zOR08ELVE+wLb2pc=,6,38.0,female,7.0,2010-09-16
2046249,Hm2eKN6t8fRGkVZFC6OUj5KNT266ZXpVFQ+1GC7STU4=,1,,,7.0,2013-11-15
2046473,tG9nikP+Oir1wqFVsKJuVdpi0bNbBCXL3D9f/Dm7yjM=,1,,,7.0,2013-12-15
2046598,V8dU+NHhkGLuKuLhp8W9Prb/uuUxqM4hFoUBPo130fA=,4,,,3.0,2014-01-03
2048054,AqiSgiMGfQcvcqH8WILACw9uSf7Dix1fymrop+e0sgc=,1,,,4.0,2016-10-20
2050093,g0hVRM5HPqIV8mlxDfE9hCyeydcCIhW7mnDpbc4oaC0=,14,28.0,female,9.0,2013-10-04
2050192,hqxjEKgxuGHrBxOWDu1dj+O71YCP9OnYuC0vqOE26Dw=,15,,,3.0,2013-10-16
2050382,YvOoZLHAoWml7BfSrlKXN2Xbret5FT55GTk7JZ/9ElQ=,13,21.0,male,9.0,2009-05-04
2050619,iFSaTNxdl6gTxJ2a2rU/ckpaVlzF6J+0/oPqvk79z4k=,15,32.0,female,9.0,2010-03-26
2051126,Qaucv/LQSpKQhzz88QL+XHr6h9ADwWWUMTQ8ZroBstY=,14,46.0,male,7.0,2010-10-14
2051230,1F0Tze8dcPXBDh0GAU2Im3vg93Z4+BUMdshTY54aZhQ=,13,26.0,male,9.0,2010-12-13
2051400,dgG3chF1/EI4ZA0Zp21qqHDNsOWWW6V9PP9zfJGZGDE=,1,,,7.0,2013-10-07
2051538,KIXba2YTm3x6PpN94QNatyANqGZ8FpppM3txi2QfHf4=,1,,,7.0,2013-10-28
2051820,7qiyxxEZCrN2cyHqNJ1X3Qr/V8D2CmD1HTId7j9fdvs=,1,,,7.0,2013-12-19
2051989,yZ5Ym9uCTdTB2gWZntQ+3zGvvHcs5ZkW55JtnfAi0PA=,6,22.0,male,3.0,2014-01-11
2052170,7xNhmqfBvlW3XCq3DNozNa11odl/UiTQJq968JaBHSU=,4,51.0,male,9.0,2010-12-17
2053206,aLPhCQyHdCeDzZ36zEX6FqBA5uhC0QtVw24liXIDeBk=,1,,,9.0,2015-01-06
2054171,SYwKul3dmWSkD3eXXMQbqT6oA6CsgOnirQnzFtPz2jE=,1,26.0,female,7.0,2014-02-21
2054322,HJeTrKiyK11dfVoIypbnq3eA2muHxUD9MquJTIZOa3Q=,1,,,7.0,2014-03-06
2055322,35XmESAICvVG4uQUhu/348UcVnekPJ1IGBueEWNh8bA=,15,26.0,female,9.0,2013-07-27
2055374,dnj8kBDQ7upzncEzf2JxtqZVajUwqpssJW5acr1B3sE=,21,30.0,female,9.0,2013-08-05
2055652,LK5ZeWCCI2JigoGqktLRBfDcKGo+FV++nhETZtg4zwQ=,14,22.0,male,3.0,2013-10-23
2055707,4DhCSS4w55L3K1cvlNYGu1uhyOdyMCkctDy7A2F74P4=,1,,,7.0,2013-11-02
2055809,2aA5H5i3QHgsLhpptxZvT5k+VfoKKCZFwlsBnj7oDtA=,1,,,7.0,2015-11-19
2056012,JPB2dyWCrmUeE4Xj1yqJn/FtoCY+LN9nfuZ7EbSRX2I=,6,35.0,female,4.0,2015-11-24
2056825,K/GeBR3J0s0ELaa/pTtpL+r8JbxpwXPcRLM/zY1W9qU=,1,,,7.0,2016-06-23
2056839,+9K27Wa+tgde7yraN8IrhdUfunKgbGhGCT07gW+ctrI=,1,,,7.0,2016-06-24
2058583,+BSlhptnm15mPBo4RRq2IXU88+hoJYZtFqRJ1INAXLk=,22,23.0,female,3.0,2014-02-08
2059282,STxsoAHdFs4H1C8K4prHrnMmYOh0/hr1O/OTwLkXAAw=,14,,female,7.0,2016-09-07
2059898,F7feKl1rTYasS2UxbFtxL9LU3x/VYzM5gRCWIBZOkyo=,22,,,3.0,2013-09-11
2060043,YAVgMyk5mzglOZML4RFG/6dY7cr27wkQ3mKwMe13lvE=,13,34.0,female,9.0,2014-02-04
2060283,PVDMUecagonFWssdGbrY3K2MhkKr9LORUjhKDimPgjY=,13,24.0,female,3.0,2013-02-06
2060698,QlGiPCoFMP9KJh5geVwUBf++6PluPg0gnt0h1lNva3A=,5,21.0,male,4.0,2016-10-05
2060888,HLPe8YYkVyPswq7AXbu6Usbx21At08gsp4tM0O9X+j0=,14,23.0,male,3.0,2016-10-13
2061933,rjG8JPdAXeIlQGL8mCNCexAwjrwiOKAlgGFUbZF/j54=,1,,,7.0,2016-07-13
2061968,HEoU/HnH/3kWqyhX5/Xe5UWZFLilY/23boSwbjV5R2g=,5,14.0,female,7.0,2010-12-29
2061980,DhXnjcxjURe8E2LNXDAtZzU4ullwIgGqZ2zX7J/Q0o4=,1,,,7.0,2011-01-05
2062158,9wlPDaqFmBIISHwRsFlyr56qGpewUz9FBHr9aSbPWqA=,17,33.0,male,9.0,2007-10-14
2062176,OX7Tjxuf8dBJvI3VyNHB+u+QsQLSC0ZxUn8KDmJu5iw=,11,23.0,male,9.0,2007-11-06
2062301,fIWvs0icAhE/z9ha8VBcz0idmSogBWokh7nprf4Uph0=,5,20.0,male,3.0,2012-06-18
2062862,KmYPeLhoDziIH1VqqQV90H/MPGwvcc99RjObd/WLbZU=,1,,,3.0,2014-03-26
2063701,/QJn/0R9MGQG3Kk5JQ+A+jSsk2H1OUWl10pfjN1fL5s=,13,27.0,male,7.0,2017-02-03
2065298,kfNZrWa95jG1aSlZVDYVqUSNCBs05+De4xtWzep7DKE=,15,44.0,female,9.0,2007-02-01
2066735,c9+KW4V43TXx19MlRt2ucOT8SgQi82DG2ryKL5xqIwA=,1,,,7.0,2015-08-01
2067756,GkTzUFBHixo/SoGa4I+17BXgPgHWA0NNbTy6UYbdUMc=,6,25.0,,4.0,2015-11-18
2067814,GHF72MGhts6LAnC/afMyf8XrkkudeFieYtGfvJLbPsg=,13,27.0,female,7.0,2015-11-19
2068696,sAN4CbbE5hx/3Y9sQv4BHYyx+dglmFi8E92Ji5Is1F4=,1,,,7.0,2014-04-15
2069809,9SFzpIRJK2ehRL5utaVCpPuruLYuPibHizwBx4Z3QX4=,1,,,7.0,2016-06-16
2069959,CfDk6OkCGoq0wR1Bo6006+DpXZCi+ilMcGIeeIqHdZQ=,1,,,7.0,2016-01-16
2069992,5qHY72i5KPIOEVFP1VIo38gzWq1JlSAHXvZo6cEy0lc=,1,,,7.0,2016-01-17
2070208,0AB5A0W/ogXePnpAeER28qeOqQ7XX20z19nM8c52uwQ=,1,,,7.0,2016-01-23
2070675,mjBXWwjW+88KWJAXiy6622OPwDg3i7CSbdyZtCx4x7A=,1,,,7.0,2015-12-11
2070678,vzK2ogZFWK/hk3xM60GjGvaifiDQWBMkRm3KKATzysQ=,13,33.0,female,7.0,2015-12-11
2071120,dZm87w7075cbxwViVBrEDhQNpuqB0NGiQm5YScnc9p4=,5,,,9.0,2015-12-30
2071660,oi49iduAI1DhW1rnU7Z6p0vWT1E+DOKeTclFprlxh+g=,1,,,7.0,2014-03-04
2071957,zMCOh5aTA7adf/iph116jxYxrLpRF5Z59Q+685kk6Ic=,1,,,3.0,2014-03-30
2072245,wQHqn1myw41dZ6YpN7IzN7JBTqug5q/iKbYWRQJ6hZU=,1,,,7.0,2015-10-15
2073089,HFyHGh41IckqM/+5dI3LOB9egV2LyoKNmpvjL38meTI=,1,,,9.0,2015-12-07
2074216,XtERK4XJJvxnqY++isyk6a8d83SHS8qtBsxw+CUTIJA=,1,,,7.0,2015-08-05
2075692,G2aSZ9oJYyVyALP3MZI3AgOqQLIzvhw1RFmNuxRZasM=,1,,,7.0,2015-11-21
2078300,7yZOUQ611nAWcmlwmoi3SaP5joxMgCNISPe9joYAlLg=,11,37.0,female,9.0,2007-04-05
2078404,/88ntdPpXkyhYbSJ7dgK4/pNLSmGWogsE0vAO4rIKaQ=,15,34.0,female,7.0,2011-11-02
2078444,zAyqRR6Y2k2oSOSCi2UpWjN8ZZysj3E0xkNCoo0DIZM=,10,22.0,female,9.0,2011-11-26
2078609,5mGsGliUC3aCLzo2fhoPtTX35Xd8pvQlUKzLVEsCdQ0=,14,22.0,male,7.0,2013-09-29
2079548,2Eq/+KPzklrcNaUv4pThzuvgAJYXZ0fdd497ET4+NJ8=,17,26.0,female,9.0,2008-03-17
2079552,FAtrtWhf/zDUCooELq+tVNAvWBVSmBBPWwrLrUJnqqI=,22,33.0,male,9.0,2008-03-21
2080836,JUXwn4hwoAgO/MhPKmeITs7ldC/aN2qMqwZ5btj7rNk=,8,51.0,male,9.0,2005-12-21
2081240,7WfVaJibHcHhPKiR31VDfa/SgMzkKk2iwWRlcBfSIu4=,1,,,7.0,2016-03-30
2081302,XLsTcKlPCDcVIqV92NSypxsGS7JfDwhyi8q/t7S9QUM=,15,29.0,female,3.0,2013-09-09
2081520,kv15YpMpDJV8APNn24FVMeFja47fNdt8/yvw75UhqUM=,14,,,9.0,2012-10-21
2081566,R+OYsFJ1zB/SQZdvCEmC87GuctKNDQIrOS6eWawfo8Q=,13,28.0,female,7.0,2012-11-09
2082168,UpaduMM826N6JQYs86+CtC02J6k6Vit3ZxAIs738/74=,22,,,4.0,2015-12-20
2082275,fynv6/sZ9GnGf1kxV/wT3vVkLCF2y4AIddgtF89T1q0=,1,,,9.0,2015-12-24
2082567,YS9sj+JKy7cwV3H6i6YzQVIVX5yoFVuhpn4gpjWDqbo=,5,43.0,male,9.0,2005-11-02
2083912,VLPWm8M0JZbMC7XTnq+HaiIiamNk4LmXdohEh474wy8=,1,,,7.0,2013-04-04
2084033,GvoOyhhhbjxL7FAvC9ZFf2PLlVeYJ5Ag4An+BoOKMzQ=,5,47.0,female,7.0,2013-05-04
2084764,KgvtNGhUHyzi+6dB65AvPkUaRvW/geXCXJpc2Y+bLsU=,1,,,7.0,2016-04-22
2085294,1NuxZBIlwAb/pO4ePnbVDLWv6i/aFEFS9qskphidvvU=,13,25.0,female,7.0,2013-11-28
2085542,O+ZxvVx4ox+h/ubFVKGUjhyDIAbWzqQcZEU5ZBEJSKQ=,1,,,7.0,2016-02-28
2087382,p7ZYaryrcTKPM9jpo7ah4jc+nWyU8MO8FRQUNeHlVyg=,10,22.0,male,7.0,2012-01-03
2088048,ljfH6q5CGnrjouZAY39mea8BG637qB5UpaMW+i28Y6U=,4,,male,4.0,2016-06-16
2088594,gEUqrfiCDBuBZySo66tAbUlhKo6cnTWBNC/E7JHe+NU=,10,32.0,male,7.0,2012-01-21
2088768,8Y6yX9eUQTbxbZHQaWz4fKjIaMDUBaNXJAQhzrbCbqQ=,10,26.0,male,7.0,2011-12-08
2089052,wfJMaz4wBcK07MF8z/nLi13XK1M7+zLL85VKIQAavjw=,5,20.0,male,3.0,2016-10-01
2089305,A7eBTxmrSB0zTN8p53bvY8UAxEpMFZzr08hiQYs6768=,1,,,7.0,2016-10-12
2089501,ZhKafvN4vVHu0Js/DrXUNiOlhxCepIomTFpYNa0UXYk=,13,17.0,female,4.0,2016-10-21
2089868,fntEqKZnxxAa7aW36pAnFG0k1EaOHBpwaodTAJ/K38I=,22,28.0,male,7.0,2015-05-21
2089871,8Z3fcJwYp9WyndaOQw1nccoMPmxnY/VMBCdAmP03H6U=,1,18.0,male,3.0,2015-05-21
2090128,GZNMfdWO2iKiRnLOwlws2PLnlyMv8R3t+b6RX7fXx2g=,1,,,7.0,2016-01-18
2090479,e0Kw/+DfyuYf+7idsnbZLjMUkXm+uSUvqbU/GSSVkrc=,1,,,7.0,2016-01-28
2091464,IKOZ8x2QFKLxT+yG6fr9rinryiY+/qzl6wXDPq9XrI8=,1,,,7.0,2012-02-07
2092182,idyo4YrKgT1g9/TjBMwX9IWn+ZWUAi8tYTMhFJYEaJs=,12,23.0,male,7.0,2014-08-21
2092201,Kb+8fqZPo8uPsZiDCkfmt3Yv9SipcXgOULVJYFmfFxo=,1,,,7.0,2014-08-22
2092727,azIIb7DGycbbzlFqQRPx0hBwyXr1QgkQZ2F5hCwuLj8=,1,,,9.0,2015-07-03
2092744,E43eFubfGATWgctng6MzkUdOA8AbpUSGpRBQQyqbAgc=,1,,,9.0,2015-07-04
2093048,aljwvezxzMwpzd5UhPTTiTux2xZTI6KLjWF9TUlADJ8=,15,17.0,female,3.0,2015-07-23
2093123,qrxRzsoTEXK01w1bDyzcseRCkCABvZK4Zjy9ycQbJyQ=,11,24.0,male,3.0,2015-07-27
2094788,VWRl23p7PYoX14R5I4IRjhBwOpfcFD1S7kg4K+SbEGc=,1,,,7.0,2016-02-13
2095496,gDqa1xdfQeRDgyxH7B8SulMUHRyZq6caQurXxRJZNyA=,1,,,9.0,2015-10-18
2097367,RrqYqHByVsEdTaFMwDIC5utqScD5WXceu6zBgcUyIa4=,13,27.0,male,9.0,2008-04-28
2098176,RaCmnOF65ONLAxn3VpPEU9jFStNKcHf7RJPnhluHO2E=,6,24.0,male,3.0,2015-08-16
2098183,OHO8Zpm9VbAQ0ga+H9F4Ahw2mOD1ci5n0Lq4JhoFZ+M=,5,21.0,female,7.0,2015-08-16
2098203,1SNiPPCsL9Z1qgdP1t7AJkNm0L3U9Jr+1g0AkE97QCU=,1,,,7.0,2015-08-18
2098564,/kY2CpQcU/Ib0BKfWZYD5B/mzZu0IdH8zGHC+8nCZPw=,1,,,7.0,2015-09-04
2099257,FCpicG/7ZiNDwhK39D1aAsbTbtT1V0HuwErNYNo+8C4=,1,,,7.0,2015-10-10
2099528,geuFvgI8ZTK75s2UjGGa5WKOOJrpz4rTPzUuuS0Bbso=,1,,,7.0,2015-09-20
2099723,d9mDOpUq3EwC84XUJtJuwM72bEW5xqYwJQz8+CCs6D0=,1,,,9.0,2015-10-03
2100093,SCtiAHQzjcbvU9BB7quw9Rm/pLy8E5a3oEYU2fmgIVM=,1,,,4.0,2016-06-12
2100268,isUZgMeOJNyYvzcV4T5nnc/VOQYoqgtDQVSpmE+TH0M=,1,,,7.0,2016-06-18
2100334,S4/RX4e2RFngpxWs8IiXzQfy0xnVyfJvZp+MBgQAvBI=,1,,,7.0,2016-06-21
2100797,KcUMnRni9QtCh1TS1L5tpjf5GAqEoC3+o4Fqm3OC+8Y=,6,,female,9.0,2004-06-27
2101302,xHh0IaZiviEXCLaMZSVW3RJ8y0H6F9JraqWNCmkqPN4=,1,,,7.0,2013-09-18
2101455,b6i0W8ylQB5v8O8dN39XRX/OXfk1asQE1vbaHP78zxE=,13,23.0,female,9.0,2005-08-18
2102687,5Hi0fLe6Y8EYnwT9V9athaUsW+nnreYkQGVij7c2b+4=,1,,,7.0,2014-05-24
2104246,ZGmqV3yeGLFE54me2PMxyAlSmQDndOigHp6d7e4uBBA=,22,42.0,female,7.0,2016-05-01
2104299,er+9t/k8aVVrCg9RQJ6mwAkInxoD2HQCYXDTe4s4XLY=,15,21.0,male,4.0,2016-05-03
2105055,MAN/3rTAI0t8LLbIH8APZqqakYZAX/YWKSQWH/5Mvwc=,1,,,7.0,2015-11-27
2105143,dsEidqtZjOYZY86acxhzpQVDwavHXyldJUcfjJx+OzA=,1,,,7.0,2015-11-29
2105551,O7pHuHyVPn48qFuY+AWMMKRdNp/6JyX5L1Q2e9pjsu8=,5,38.0,female,7.0,2013-05-16
2105785,VX5n9LcvJkPGQJ5iJOfMbmbUKWKVR4EFRf13PnGghkA=,6,41.0,female,7.0,2013-07-03
2106383,Vlgke4bcMTviZls2G7aWqToYofdh4OSG/DDJ1O5W9dU=,3,30.0,male,9.0,2004-07-24
2107205,GjdWJ5iCawbLfsPpRI5xkIwwpd8oCAGiB5dLCBFIEog=,1,,,7.0,2016-06-04
2107638,UCUnyVSupdvxej19GJhDJxgmZAX+eKCWje8cv935GCg=,13,30.0,male,7.0,2011-01-31
2107827,ZQFYe3YgRTMqLG9ESc+u26j82VpHpOKge8sjJl/5c80=,5,24.0,male,3.0,2012-07-24
2108891,sAVdRk0ZmcrT2NSkCRd+aFSTimjyUHCLyU5yXQWLuyo=,1,,,7.0,2015-11-11
2109294,9ouEDluur5ujjKey4oYnWaacmpyutsGRcSdIXqz926k=,15,21.0,male,7.0,2015-11-22
2109453,LKx7D4YCHftl8E2k/NPcMln7SFKZPmMi2lf9sBSWOqU=,1,,,7.0,2016-05-07
2109665,iCpnu3JhsqWeJ8ZQwGW36umzM/oSjppsVcVpqEHCTGs=,15,31.0,male,7.0,2016-05-17
2110107,MAYFCdzWALZ1cPAYc8F0Kjp3El6Bv5ZWOa73ahwETd4=,1,,,7.0,2016-06-03
